name,genre
Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power"
Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power"
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Action, Drama, Fantasy, Shounen, Super Power"
Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power"
Shingeki no Kyojin Picture Drama,"Comedy, Parody"
Shingeki no Kyojin: Ano Hi Kara,"Action, Drama, Fantasy, Shounen, Super Power"
Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural"
Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen"
Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire"
Shinigami no Ballad.,"Drama, Fantasy, Psychological, Supernatural"
Shining Hearts: Shiawase no Pan,"Action, Fantasy"
Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Fantasy
Shining Hearts: Shiawase no Pan Specials,Fantasy
Shining Tears X Wind,"Action, Adventure, Fantasy, Magic"
Shinjin Tour Conductor,Hentai
Shinkai no Kantai: Submarine 707,"Action, Adventure, Military, Sci-Fi"
Shinkon Gattai Godannar!!,"Comedy, Ecchi, Mecha, Romance, Sci-Fi"
Shinkon Gattai Godannar!! 2nd Season,"Comedy, Ecchi, Mecha, Romance, Sci-Fi"
Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School"
Shinkyoku Soukai Polyphonica Crimson S,"Drama, Fantasy, Music, Romance, School"
Shinkyoku no Grimoire The Animation,"Demons, Fantasy, Hentai, Supernatural"
Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance"
Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance"
Shinmai Maou no Testament Burst OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance"
Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi"
Shinmai Maou no Testament OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance"
Shinmai Maou no Testament Specials,"Comedy, Demons, Ecchi, Fantasy"
Shino-sensei no Yuuwaku Jugyou,Hentai
Shinpi no Hou,"Adventure, Supernatural"
Shinrabanshou: Tenchi Shinmei no Shou,"Action, Fantasy, Shounen"
"Shinran-sama: Negai, Soshite Hikari",Historical
Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural"
Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural"
Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life"
Shinryaku! Ika Musume Specials,Comedy
Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music
Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music
Shinryaku!! Ika Musume,"Comedy, Shounen, Slice of Life"
Shinryaku!? Ika Musume,"Comedy, Shounen, Slice of Life"
Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural"
Shinsetsu Kachikachi Yama,"Action, Fantasy, Historical"
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,"Historical, Military"
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"Action, Comedy, Historical, Military, Samurai"
Shinshou Genmukan,Hentai
Shinshuu Sudama-hen,"Action, Historical, Martial Arts, Samurai, Seinen"
Shintaisou: Kari,Hentai
Shintaisou: Shin,"Hentai, School"
Shinzou Ningen Casshern,Action
Shiofuki Mermaid,Hentai
Shion,"Action, Fantasy, Hentai, Supernatural"
Shion Special,Hentai
Shion no Ou,"Drama, Game, Mystery, Thriller"
Shirahata no Shoujo Ryuuko,Drama
Shiranpuri,"Drama, School"
Shiranpuri (Movie),"Drama, School"
Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance"
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Shounen Ai, Sports"
Shirobako,"Comedy, Drama"
Shirobako Specials,"Adventure, Comedy"
Shirogane no Ishi: Argevollen,"Action, Mecha"
Shiroi Michi,Music
Shiroi Zou,"Action, Historical, Kids"
Shiroki Tenshi-tachi no Rondo,Hentai
Shirokuma Cafe,"Comedy, Josei, Slice of Life"
Shisha no Sho,"Drama, Supernatural"
Shisha no Teikoku,"Historical, Psychological, Sci-Fi"
Shishunki Bishoujo Gattai Robo Z-MIND,"Action, Mecha, Parody"
Shishunki Shoujo,"Hentai, School"
Shitai wo Arau The Animation,Hentai
Shitcom,"Comedy, Romance"
Shitsurakuen,Hentai
Shizukanaru Don: Yakuza Side Story,"Action, Comedy, Drama, Seinen"
Shizuku,Comedy
Shocking Pink!,"Harem, Hentai"
Shogi Hour,"Comedy, Game, Parody"
Shoka,"Action, Fantasy, Historical"
Shokichi Monogatari,"Kids, Music"
Shoko Nakagawa Prism Tour Special,Music
Shokugeki no Souma,"Ecchi, School, Shounen"
Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen"
Shokupan Mimi,Comedy
Shokupan Mimi Specials,Comedy
Shokuzai no Kyoushitsu,Hentai
Shonan Junai Gumi!,"Action, Comedy, School"
Short Peace Opening,"Fantasy, Sci-Fi, Supernatural"
Shoubushi Densetsu Tetsuya,"Game, Historical, Shounen"
Shoujo Auction,Hentai
Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo"
Shoujo Kakumei Utena: Adolescence Mokushiroku,"Dementia, Drama, Fantasy, Romance, Shoujo"
Shoujo Koakuma Kei,Hentai
Shoujo Kyouiku,Hentai
Shoujo Sect,"Comedy, Hentai, Romance, Yuri"
Shoujo Senki Brain Jacker,"Hentai, Supernatural"
Shoujo Senki Soul Eater,Hentai
Shoujo x Shoujo x Shoujo The Animation,"Harem, Hentai"
Shoujo-tachi wa Kouya wo Mezasu,School
Shoujo-tachi wa Kouya wo Mezasu OVA,School
Shoujouji no Tanuki-bayashi,Kids
Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life"
Shoukoujo The Animation,Hentai
Shoukoushi Cedie,"Drama, Shoujo, Slice of Life"
Shounan Bakusouzoku,"Action, Comedy, Shounen"
Shounen Hollywood: Holly Stage for 49,"Music, Shoujo, Slice of Life"
Shounen Hollywood: Holly Stage for 50,"Music, Shoujo, Slice of Life"
Shounen Kenya,Adventure
Shounen Maid,"Comedy, Shoujo, Slice of Life"
Shounen Maid Kuuro-kun: Tenshi no Uta,"Hentai, Yaoi"
Shounen Maid Special,"Comedy, Shoujo, Slice of Life"
Shounen Onmyouji,"Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural"
Shounen Sarutobi Sasuke,"Adventure, Fantasy"
Shounen Sunday CM Gekijou: InuYasha-hen,"Action, Demons, Fantasy"
Shousei Shikisai Gensou,Music
Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei"
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,"Drama, Josei"
Shouwa Monogatari,"Drama, Historical"
Shouwa Monogatari (Movie),"Drama, Historical"
Show By Rock!!,"Comedy, Music"
Show By Rock!! Short!!,"Comedy, Music"
Shuffle!,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen"
Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen"
Shuffle! Prologue,"Comedy, Fantasy, Harem, Magic, Romance, School, Seinen"
Shugo Chara!,"Comedy, Magic, School, Shoujo"
Shugo Chara! Party!,"Comedy, Magic, School, Shoujo"
Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo"
Shujii no Inbou,Hentai
Shukufuku no Campanella,"Adventure, Fantasy, Harem, Magic"
Shukufuku no Campanella Specials,Ecchi
Shukufuku no Campanella: La Campanella Della Benedizione,"Comedy, Ecchi, Fantasy"
Shuranosuke Zanmaken: Shikamamon no Otoko,"Action, Historical, Supernatural, Thriller"
Shusaku,"Hentai, School"
Shusaku Liberty,Hentai
Shusaku Replay,"Hentai, School"
Shuten Douji,"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural"
Shutsugeki! Machine Robo Rescue,"Action, Mecha, Sci-Fi"
Shuudan Chikan Densha,Hentai
Shuukaku no Yoru,Hentai
Si Ling Bianma: Zhi Shijie Caozong Zhe,"Fantasy, Game, Horror, Mystery, Parody, Psychological"
Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space"
Sidonia no Kishi Movie,"Action, Mecha, Sci-Fi, Seinen, Space"
Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space"
Sign,"Music, Sci-Fi"
Silent Mobius,"Action, Comedy, Drama, Fantasy, Horror, Magic, Romance, Sci-Fi"
Silent Mobius 2,"Adventure, Demons, Fantasy, Sci-Fi, Seinen"
Silent Mobius: The Motion Picture,"Adventure, Sci-Fi, Supernatural"
Simoun,"Drama, Magic, Military, Romance, Shoujo Ai"
Sin in the Rain,Mystery
Sin: The Movie,"Action, Horror, Police, Sci-Fi, Shounen, Supernatural"
Sinbad: Soratobu Hime to Himitsu no Shima,Adventure
Sinkan,Hentai
Sirius no Densetsu,"Drama, Fantasy, Romance"
Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life"
Sister Princess: Re Pure,"Drama, Romance"
Sister Princess: Re Pure Character&#039;s,"Drama, Romance"
Sketchbook: Full Color&#039;s,"Comedy, Slice of Life"
Sketchbook: Full Color&#039;s Picture Drama,"Comedy, Slice of Life"
Skip Beat!,"Comedy, Drama, Romance, Shoujo"
Skirt,Music
Skull Man,"Action, Mystery, Super Power"
Sky Girls,"Mecha, Military, Sci-Fi"
Sky Girls OVA,"Mecha, Military, Sci-Fi"
Sky Girls Specials,"Comedy, Mecha, Military, Sci-Fi"
Slam Dunk,"Comedy, Drama, School, Shounen, Sports"
Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports"
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
Slayers,"Adventure, Comedy, Demons, Fantasy, Magic"
Slayers Evolution-R,"Adventure, Comedy, Fantasy"
Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural"
Slayers Gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural"
Slayers Great,"Adventure, Comedy, Fantasy, Magic, Shounen"
Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic"
Slayers Premium,"Adventure, Comedy, Fantasy, Magic, Shounen"
Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen"
Slayers Revolution,"Adventure, Comedy, Fantasy"
Slayers Special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural"
Slayers Try,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen"
Slayers: The Motion Picture,"Adventure, Comedy, Fantasy, Magic, Shounen"
"Slime Boukenki: Umi da, Yeah!","Action, Adventure, Comedy, Fantasy, Game"
Slow Step,"Comedy, Romance, School, Slice of Life, Sports"
Smile Precure!,"Action, Fantasy, Magic, Shoujo"
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,"Fantasy, Kids, Magic, Shoujo"
Snow Halation,Music
So Ra No Wo To,"Military, Music, Sci-Fi, Slice of Life"
So Ra No Wo To Specials,"Military, Music, Sci-Fi, Slice of Life"
Soap no Moko-chan,Hentai
Sobakasu Pucchi,"Adventure, Comedy, Kids"
Socket,Kids
Softenni,"Comedy, Ecchi, School, Sports"
Softenni Specials,"Comedy, Ecchi, School, Sports"
Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance"
Sol,"Dementia, Music"
Sol Bianca,"Action, Adventure, Sci-Fi, Space"
Sol Bianca: Taiyou no Fune,"Adventure, Mecha, Sci-Fi, Space"
Sola,"Drama, Romance, Slice of Life, Supernatural"
Sola Specials,"Comedy, Romance, Slice of Life, Supernatural"
Soliton no Akuma,"Drama, Military, Sci-Fi"
Solty Rei,"Action, Sci-Fi, Super Power"
Solty Rei Special,"Comedy, Drama"
SoniAni: Super Sonico The Animation,"Music, Slice of Life"
Sonic X,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen"
Sonic X Pilot,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen"
Sonic: Night of the WereHog,Action
Sonic★the★Hedgehog,"Adventure, Comedy, Sci-Fi, Shounen"
Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,"Hentai, School, Yuri"
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai"
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life"
Sono Kinisasete yo: My My Mai,"Comedy, Ecchi, Supernatural"
Sono Mukou no Mukougawa,Music
Sora Iro no Tane,Kids
"Sora no Iro, Mizu no Iro",Hentai
"Sora no Iro, Mizu no Iro Ero Specials",Hentai
Sora no Manimani,"Comedy, Romance, School, Slice of Life"
Sora no Manimani Specials,"Comedy, School, Slice of Life"
Sora no Method,"Drama, Fantasy, School, Slice of Life"
Sora no Method: Aru Shoujo no Kyuujitsu★,"Comedy, Fantasy, Slice of Life"
Sora no Momotarou,"Adventure, Comedy, Military"
Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
Sora no Otoshimono Final: Eternal My Master,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural"
Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
Sora no Otoshimono: Project Pink,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural"
Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
Sora wa Koko ni Aru,Music
Sora wo Kakeru Shoujo,"Adventure, Comedy, Sci-Fi, Space"
Sora wo Kakeru Shoujo Picture Drama,"Adventure, Comedy, Sci-Fi, Space"
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power"
Soratobu Toshi Keikaku,"Music, Sci-Fi"
Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi"
Sore Ike! Anpanman: Baikinman no Gyakushuu,"Comedy, Fantasy, Kids"
Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,"Comedy, Fantasy, Kids"
Sore Ike! Anpanman: Ruby no Negai,"Comedy, Kids, Magic"
Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,"Comedy, Fantasy, Kids"
Sore ga Seiyuu!,"Comedy, Slice of Life"
Sore ga Seiyuu!: Petit Uchiage,"Comedy, Slice of Life"
Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life"
Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo"
Soredemo Tsuma wo Aishiteru,Hentai
Sorette♡Dakara ne!,Slice of Life
Soreyuke Marin-chan,"Hentai, Sci-Fi"
Soreyuke! Uchuu Senkan Yamamoto Yohko,"Adventure, Comedy, Sci-Fi"
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"Action, Adventure, Sci-Fi"
Soreyuke! Uchuu Senkan Yamamoto Yohko II,"Action, Adventure, Sci-Fi"
Sotsugyou M: Ore-tachi no Carnival,"Drama, School"
Sotsugyou: Graduation,"Drama, School"
Sougen no Ko Tenguri,"Adventure, Drama, Historical, Kids"
Sougen no Shoujo Laura,"Adventure, Shoujo"
Sougiya to Inu,"Dementia, Horror"
Soujuu Senshi Psychic Wars,"Action, Demons, Seinen, Super Power"
Soukan Rensa,Hentai
Soukan Yuugi,Hentai
Soukan Yuugi 2,Hentai
Soukihei MD Geist,"Mecha, Military, Sci-Fi"
Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Soukou Kihei Votoms: Big Battle,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Case; Irvine,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Gen-ei Hen,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Koei Futatabi,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Pailsen Files,"Mecha, Military, Sci-Fi, Space"
Soukou Kihei Votoms: Pailsen Files the Movie,"Mecha, Military, Sci-Fi, Space"
Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: The Last Red Shoulder,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kijo Iris,Hentai
Soukou Kijo Iris Special,"Hentai, Supernatural"
Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space"
Soukyuu no Fafner: Arcadian Memory,"Action, Drama, Mecha, Military, Sci-Fi"
Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi"
Soukyuu no Fafner: Dead Aggressor - Exodus,"Action, Drama, Mecha, Military, Sci-Fi"
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi"
Soukyuu no Fafner: Dead Aggressor - Exodus Special,"Action, Drama, Mecha, Military, Sci-Fi"
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Action, Drama, Mecha, Military, Sci-Fi"
Soukyuu no Fafner: Right of Left - Single Program,"Action, Drama, Mecha, Military, Sci-Fi"
Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural"
Soul Eater NOT!,"Action, Comedy, Ecchi, Shounen, Supernatural"
Soul Eater: Late Night Show,"Action, Comedy, Fantasy"
Soul Link,"Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space"
Soul Link Special,"Adventure, Comedy, Ecchi, Military, Romance, Sci-Fi, Space"
Soul Reviver,"Action, Seinen, Supernatural"
Souryuuden,"Drama, Mystery, Super Power, Supernatural"
Sousei Kishi Gaiarth,"Action, Adventure, Mecha, Sci-Fi"
Sousei no Aquarion,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural"
Sousei no Aquarion Evol,"Mecha, Romance, Sci-Fi"
Sousei no Aquarion OVA,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural"
Sousei no Aquarion Special,"Comedy, Mecha"
Souseiki,Parody
Soushi Souai: Junai Mellow yori,Hentai
Soushisouai Note The Animation,Hentai
Soushitsukyou,"Hentai, Yuri"
Souten Kouro,"Action, Adventure, Historical"
Souten no Ken,"Action, Historical, Martial Arts"
Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen"
Space Adventure Cobra,"Action, Adventure, Sci-Fi, Space"
Space Cobra,"Action, Adventure, Sci-Fi, Space"
Space Cobra Pilot,"Action, Adventure, Sci-Fi, Space"
Space Fantasia 2001 Nights,"Drama, Sci-Fi, Seinen, Space"
Space Neko Theater,Comedy
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space"
Space Station No.9,"Music, Sci-Fi"
Spaceship Agga Ruter,"Comedy, Hentai, Sci-Fi, Space"
Space☆Dandy,"Comedy, Sci-Fi, Space"
Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space"
Space☆Dandy 2nd Season Picture Drama,"Comedy, Sci-Fi, Space"
Space☆Dandy Picture Drama,"Comedy, Sci-Fi, Space"
Sparrow&#039;s Hotel,Comedy
Special A,"Comedy, Romance, School, Shoujo"
Spectral Force,"Demons, Fantasy"
Spectral Force Chronicle Divergence,Fantasy
Speed,Comedy
Speed Grapher,"Action, Mystery, Super Power"
Spelunker Sensei,Comedy
Spider Riders: Oracle no Yuusha-tachi,"Action, Adventure, Mecha"
Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha"
Spiral Over,Hentai
Spiral: Suiri no Kizuna,"Drama, Mystery, Shounen"
Spirit of Wonder: China-san Tanpenshuu,"Comedy, Sci-Fi, Seinen"
Spirit of Wonder: China-san no Yuuutsu,"Romance, Sci-Fi, Seinen"
Spirit of Wonder: Shounen Kagaku Club,"Drama, Sci-Fi, Seinen, Space"
Spocon!,Hentai
Spoon Oba-san,"Kids, Magic"
Spotlight,"Hentai, Music"
Spriggan,"Adventure, Military, Sci-Fi, Shounen"
Sprite: Between Two Worlds,"Comedy, Ecchi, Romance, School"
Stainless Night,"Hentai, Yuri"
Stairs: Houkago no Album,Hentai
Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen"
Star Driver the Movie,"Action, Mecha, Romance, Shounen"
Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen"
Star Ocean EX,"Adventure, Fantasy, Sci-Fi, Shounen"
StarFox Zero: The Battle Begins,"Action, Sci-Fi, Space"
Starless: 21st Century Nymphomaniacs,Hentai
Starmyu,"Music, School, Slice of Life"
Starry Tales: Seiza wa Toki wo Koete,"Fantasy, Space"
Starry☆Sky,"Harem, School, Shoujo"
Starship Operators,"Drama, Military, Sci-Fi, Space"
Starship Troopers: Invasion,"Action, Military, Sci-Fi"
Star☆Jewel,"Hentai, Yuri"
Steady x Study,Romance
Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi"
Steins;Gate,"Sci-Fi, Thriller"
Steins;Gate 0,"Sci-Fi, Thriller"
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller"
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Sci-Fi, Thriller"
Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller"
Steins;Gate: Soumei Eichi no Cognitive Computing,Comedy
Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports"
Stitch to Suna no Wakusei,"Adventure, Comedy, Kids, Sci-Fi"
Stitch!,"Adventure, Comedy, Kids"
Stitch! Perfect Memory,"Adventure, Comedy, Kids, Sci-Fi"
Stitch!: Itazura Alien no Daibouken,"Adventure, Comedy, Kids, Sci-Fi"
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,"Adventure, Comedy, Kids, Sci-Fi"
Stitch!: Piko Kara no Chousenjou,"Adventure, Comedy, Kids"
Stitch!: Zutto Saikou no Tomodachi,"Adventure, Comedy, Kids"
Stitch!: Zutto Saikou no Tomodachi Special,"Adventure, Comedy, Kids"
Strait Jacket,"Action, Fantasy, Sci-Fi"
Strange Dawn,"Adventure, Drama, Fantasy"
Strange+,"Comedy, Shoujo, Slice of Life"
Strange+ Special,"Comedy, Shoujo, Slice of Life"
Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai"
Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen"
Stratos 4,"Comedy, Military, Sci-Fi, Shounen"
Stratos 4 Advance,"Comedy, Military, Sci-Fi, Shounen"
Stratos 4 Advance Kanketsu-hen,"Comedy, Military, Sci-Fi"
Stratos 4 OVA,"Comedy, Military, Sci-Fi, Shounen"
Stratos 4: Logbook,"Action, Ecchi, Sci-Fi"
Stratosphera no Yousei,"Drama, Hentai, Romance, Sci-Fi"
Strawberry Panic,"Drama, Romance, School, Shoujo Ai"
Street Fighter Alpha: Generations,"Adventure, Shounen"
Street Fighter II V,"Adventure, Drama, Mystery, Shounen"
Street Fighter II: The Movie,"Action, Martial Arts, Shounen"
Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,"Action, Historical, Martial Arts, Shounen"
Street Fighter Zero The Animation,"Action, Drama, Martial Arts, Shounen, Super Power"
Street Fighter: Aratanaru Kizuna,"Action, Adventure, Shounen"
Stretta The Animation,Hentai
Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi"
Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi"
Strike Witches Movie,"Action, Ecchi, Magic, Military, Sci-Fi"
Strike Witches OVA,"Action, Ecchi, Magic, Military, Sci-Fi"
Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi"
Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire"
Strike the Blood: Valkyria no Oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire"
Stringendo+Accelerando Ultimatum Sera,Hentai
Stringendo: Angel-tachi no Private Lesson,Hentai
Strobe Light,Music
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action
Subarashii Sekai,"Fantasy, Music"
Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi"
Submarine 707R,"Action, Adventure, Military, Sci-Fi"
Submarine Super 99,"Action, Adventure, Military, Sci-Fi, Shounen"
Sugar Sugar Rune,"Fantasy, Magic, Shoujo"
Sugar*Soldier,Shoujo
Suika,"Drama, Fantasy, Hentai, Romance"
Suika: Manatsu no Okurimono,"Drama, Fantasy, Hentai, Romance"
Suisei,"Comedy, Dementia"
Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi"
Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi"
"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi"
Suite Precure♪,"Action, Fantasy, Magic, Shoujo"
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,"Fantasy, Kids, Magic, Shoujo"
Sukeban Deka,"Action, Drama, Police, School, Shoujo"
Sukeban Shoukai Cutie Lemon,Hentai
Suki Desu Suzuki-kun!!,Romance
Suki da yo!,Hentai
"Suki de Suki de, Suki de The Animation",Hentai
Suki na Mono wa Suki Dakara Shou ga Nai!!,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life"
Sukima no Kuni no Polta,Fantasy
Sukitte Ii na yo.,"Romance, School, Shoujo"
Sukitte Ii na yo.: Dareka ga,"Romance, School, Shoujo"
Sukitte Ii na yo.: Mei and Marshmallow,"Romance, School, Shoujo"
Summer Wars,"Comedy, Sci-Fi"
Sumomomo Momomo: Chijou Saikyou no Yome,"Comedy, Martial Arts, Romance"
Sumomomo Momomo: Chijou Saikyou no Yome Specials,"Comedy, Ecchi, Martial Arts, Romance"
Suna no Bara: Yuki no Mokushiroku,Action
Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen"
Suntory Minami Alps no Tennen Mizu,"Drama, School"
Super Backkom,"Comedy, Kids, Super Power"
Super Bikkuriman,"Adventure, Comedy, Demons, Fantasy, Sci-Fi"
Super Doll Licca-chan,"Adventure, Comedy, Magic"
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,"Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power"
Super Express Mazinger 7,"Mecha, Sci-Fi"
Super Fishing Grander Musashi,"Adventure, Sports"
Super GALS! Kotobuki Ran,"Comedy, Shoujo, Slice of Life"
Super Kuma-san,"Comedy, Fantasy"
Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life"
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,"Adventure, Comedy, Shounen"
Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids"
Super Milk-chan,"Action, Comedy, Parody, Sci-Fi"
Super Robot Taisen OG The Animation,"Mecha, Sci-Fi, Shounen, Space"
